3 0 3	.CCBBBHH.FL..AAFLY...FLYG.DUU.G.DEE. 
8 6 2	CCBBBYHH.FLYGAAFL.G.DFL...D.UU...EE. C99 B99 G98 Y98 D99 U99 
8 5 3	.CCBBBHH.FL.GAAFLYG..FLY..D.UUEED... G98 D98 U99 E97 
8 5 3	.CCBBB.HHFLYGAAFLYG.DFL...DUU.....EE H99 Y99 G98 D99 E99 
8 6 2	.CCBBBHH..L.GAA.LYG..FLY..DFUUEEDF.. F98 G98 D98 U99 E97 
8 5 3	.CCBBB.HHFLY.AAFLYG.DFL.G.DUU.....EE H99 Y99 G99 D99 E99 
8 5 3	.CCBBB.HHFLYAA.FLY..DFL.G.DUU.G...EE H99 A99 Y99 D99 E99 
8 5 3	CC.BBB.HHFLY.AAFLY..DFL.G.DUU.G...EE C99 H99 Y99 D99 E99 
8 5 3	CC.BBB..HHL.GAAFLYG..FLY..DFUU..DEE. C99 H98 F99 G98 U99 
8 5 3	CC.BBBHH.FLYGAAFLYG.DFL...DUU...EE.. C99 G98 Y99 D99 E99 
8 5 3	.CCBBBGHHFLYGAAFLY..DFL...DUU..EE... H99 Y99 G97 D99 E98 
8 5 3	CC.BBB.HHFL.GAAFLYG.DFLY..DUU...EE.. C99 H99 G98 D99 E99 
8 6 2	.CCBBBGHHFL.GAAFL...DFLY..DUUY.EE... H99 Y97 G97 D99 E98 
8 6 2	CC.BBB.HHFL.GAAFL.G.DFLY..DUUY..EE.. C99 H99 G98 Y99 D99 E99 
8 5 3	.CCBBB.HHFL.AA.FLY..DFLYG.D.UUG...EE H99 A99 D99 U99 E99 
8 5 3	CCBBB.HH.FL.GAAFLYG.DFLY..DUU...EE.. C99 B99 G98 D99 E99 
8 6 2	CCBBB.HH.FL.GAAFL.G.DFLY..DUUY..EE.. C99 B99 G98 Y99 D99 E99 
8 6 2	CCBBBYHH.FLYGAAFL.G.DFL...DUU...EE.. C99 B99 G98 Y98 D99 E99 
8 5 3	CCBBB.HH.FL.GAAFLYG.DFLY..DUU..EE... C99 B99 G98 D99 E98 
8 5 3	.CCBBBHH..L.GAAFLYG.DFLY..DFUU..EE.. F99 G98 D99 U99 E99 
8 4 4	.CCBBBHHDFL.AADFLY...FLYGUU...G.EE.. A99 D97 U98 E99 
8 5 3	.CCBBBHHDFL.AADFL....FLYGUU..YG.EE.. A99 Y99 D97 U98 E99 
8 5 3	CCBBB.HH..LY.AAFLY...FL.G.DFUUG.DEE. C99 B99 F99 Y99 U99 
8 6 2	.CCBBBHHDF..AADF.....FLYGUU.LYG.EEL. L98 A99 Y99 D97 U98 E99 
8 5 3	CCBBB...HHL..AAFLY...FLYG.DFUUG.DEE. C99 B99 H98 F99 U99 
8 4 4	.CCBBBHHDFL.AADFLYG..FLYG..UU...EE.. A99 G99 D97 E99 
8 5 3	.CCBBB.HH.L.AA.FLY...FLYG.DFUUG.D.EE H99 F99 A99 U99 E99 
8 6 2	CC.BBBHH..L.GAA.LYG.DFLY..DFUUEE.F.. C99 F98 G98 D99 U99 E97 
8 5 3	.CCBBBHH..L.GAAFLYG.DFLY..DFUU.EE... F99 G98 D99 U99 E98 
8 5 3	GCCBBBGHHFLY.AAFLY..DFL...DUU..EE... H99 Y99 G96 D99 E98 
8 5 3	.CCBBBHH..L..AAFLYG.DFLYG.DFUU.EE... F99 G99 D99 U99 E98 
8 5 3	.CCBBBHH..LY.AAFLY..DFL.G.DFUUGEE... F99 Y99 D99 U99 E98 
8 5 3	.CCBBBHH..L.AA.FLY..DFLYG.DFUUGEE... F99 A99 D99 U99 E98 
8 6 2	.CCBBBHH..LY.AA.LY..DFL.G.DFUUGEEF.. F98 Y99 D99 U99 E98 
8 6 2	CCBBBYHH..LY.AAFL...DFL.G.DFUUG..EE. C99 B99 F99 Y98 D99 U99 
8 5 3	.CCBBB..HHL..AAFLY..DFLYG.DFUUGEE... H98 F99 D99 U99 E98 
8 6 2	.CCBBB.HHFL.GAAFL.G.DFLY..DUUY....EE H99 Y99 G98 D99 E93 
8 5 3	.CCBBB.HHFLYAA.FLY..DFL.G.DUU.G.EE.. H99 A99 Y99 D99 E99 
8 6 2	.CCBBBHH..LYGAA.LYG.DFL...DFUUEE.F.. F98 Y99 G98 D99 U99 E97 
8 5 3	.CCBBB.HH.L..AAFLY..DFLYG.DFUUGEE... H99 F99 D99 U99 E98 
8 6 2	CCBBBYHH..LY.AAFL....FL.G.DFUUG.D.EE C99 B99 F99 Y98 U99 E99 
8 5 3	CC.BBBHH..L..AAFLY..DFLYG.DFUUGEE... C99 F99 D99 U99 E98 
8 5 3	CC.BBBHH.FLY.AAFLYG.DFL.G.DUU...EE.. C99 Y99 G99 D99 E99 
8 5 3	CC.BBB..HHL..AAFLYG..FLYG.DFUU..DEE. C99 H98 F99 G99 U99 
8 5 3	CC.BBBHH.FL.AA.FLYG.DFLYG.DUU...EE.. C99 A99 G99 D99 E99 
8 5 3	CC.BBB.HHFL..AAFLYG.DFLYG.DUU...EE.. C99 H99 G99 D99 E99 
8 5 3	.CCBBBHH..L.AAD.LY..DFLYG..FUUGEEF.. F98 A99 D98 U99 E98 
8 6 2	CC.BBB.HHFL..AAFL.G.DFL.G.DUUY..EE.Y C99 H99 Y98 G99 D99 E99 
8 5 3	CCBBB.HH.FL..AAFLYG.DFLYG.DUU...EE.. C99 B99 G99 D99 E99 
8 6 2	CCBBB.HH.FL..AAFL.G.DFLYG.DUUY..EE.. C99 B99 Y99 G99 D99 E99 
8 6 2	CCBBBYHH.FLY.AAFL.G.DFL.G.DUU...EE.. C99 B99 Y98 G99 D99 E99 
8 6 2	.CCBBB.HHFL.GAAFL.G..FLY..DUUYEED... H99 Y99 G98 D98 E97 
8 5 3	CC.BBB.HHFLY.AAFLY..DFL.G.DUU.GEE... C99 H99 Y99 D99 E98 
8 5 3	CC.BBBHH.FLYGAAFLYG.DFL...D.UU...EE. C99 Y99 D99 G98 U99 
8 5 3	CC.BBBHH.FLY.AAFLYG.DFL.G.D.UU...EE. C99 Y99 D99 G99 U99 
8 4 4	.CCBBBHHDFLYAADFLY...FL.G...UUG..EE. A99 Y99 D97 U99 
8 5 3	CC.BBBHH.FLY.AAFLY...FL.G.D.UUG.DEE. C99 Y99 D98 U99 
8 5 3	CC.BBB..HHLY.AAFLY...FL.G.DFUUG.DEE. C99 H98 F99 Y99 U99 
8 5 3	CC.BBBHH.FLYAA.FLY..DFL.G.D.UUG..EE. C99 Y99 A99 D99 U99 
8 5 3	CC.BBBHH..LY.AAFLY..DFL.G.DFUUG..EE. C99 F99 Y99 D99 U99 
8 6 2	CC.BBB.HHFL.GAAFL.G.DFLY..DUUYEE.... C99 H99 G98 D99 Y99 E97 
8 5 3	CC.BBB.HHFLY.AAFLY..DFL.G.D.UUG..EE. C99 H99 Y99 D99 U99 
8 4 4	.CCBBBHHDFLYAADFLYG..FL.G..UU....EE. A99 Y99 G99 D97 
8 6 2	CCBBB..HHFL.GAAFL.G..FL...DUUY..DEEY C99 B99 H99 G98 Y98 
8 5 3	CCBBB.HH.FLY.AAFLYG.DFL.G.DUU....EE. C99 B99 Y99 G99 D99 
8 6 2	CCBBBYHH.FLYAA.FL...DFL.G.DUU.G..EE. C99 B99 A99 Y96 D99 
8 6 2	CCBBBYHH.FLYAA.FL.G..FL.G.DUU...DEE. C99 B99 A99 Y96 G99 
8 6 2	CCBBBY.HHFLYAA.FL....FL.G.DUU.G.DEE. C99 B99 H99 A99 Y96 
8 5 3	CC.BBBHH.FL.GAAFLYG..FLY..DUU.EED... C99 G98 D98 E97 
8 6 2	CCBBBYHH..LYGAAFL.G..FL...DFUU..DEE. C99 B99 F99 Y98 G98 U99 
8 6 2	CC.BBBHH.FL.GAAFL.G..FL...DUUYEED..Y C99 G98 Y98 D98 E97 
8 5 3	CC.BBBHH.FLYGAAFLYG.DFL...DUU.EE.... C99 G98 Y99 D99 E97 
8 4 4	CC.BBBHHDFL.AADFLY...FLYG...UUG..EE. C99 A99 D97 U99 
8 5 3	CCBBB.HH.FL..AAFLY..DFLYG.D.UUG.EE.. C99 B99 D99 U99 E99 
8 5 3	CCBBB.HH.FL.GAAFLYG.DFLY..DUU.EE.... C99 B99 G98 D99 E97 
8 5 3	CC.BBB.HHFL..AAFLYG.DFLYG.D.UU...EE. C99 H99 G99 D99 U99 
8 6 2	CCBBBYHH.FLYGAAFL.G.DFL...DUU.EE.... C99 B99 G98 Y98 D99 E97 
8 5 3	CC.BBB.HHFLY.AAFLYG..FL.G.D.UU..DEE. C99 H99 Y99 G99 U99 
8 5 3	CC.BBB.HHFL.AA.FLYG..FLYG.D.UU..DEE. C99 H99 A99 G99 U99 
8 5 3	CC.BBB.HH.L..AAFLYG..FLYG.DFUU..DEE. C99 H99 F99 G99 U99 
8 5 3	.CCBBB.HHFLY.AAFLYG.DFL.G.DUU..EE... H99 Y99 G99 D99 E98 
8 6 2	.CCBBBHH..LYGAA.LYG.DFL...DFUU.EEF.. F98 Y99 G98 D99 U99 E98 
8 5 3	.CCBBB..HHLYAA.FLY...FL.G.DFUUG.DEE. H98 F99 A99 Y99 U99 
8 5 3	CCDBBBHHDFL.GAAFLYG..FLY...UU....EE. C99 A98 G98 D96 
8 5 3	CCBBB.HH.FL.GAAFLYG..FLY..D.UU..DEE. C99 B99 G98 U99 
8 5 3	.CCBBB.HHFL.AADFL...DFLYG..UUYGEE... H99 A99 Y99 D98 E98 
8 5 3	CCBBB.HH.FL.AA.FLYG..FLYG.D.UU..DEE. C99 B99 A99 G99 U99 
8 6 2	CCBBBYHH..LY.AAFL.G..FL.G.DFUU..DEE. C99 B99 F99 Y98 G99 U99 
8 4 4	CC.BBBHH.FL.AADFLYG.DFLYG..UU....EE. C99 A99 G99 D98 
8 5 3	CCBBB.HH.FL..AAFLY...FLYG.D.UUG.DEE. C99 B99 A98 U99 
8 5 3	CCBBB.HH..L.AA.FLY...FLYG.DFUUG.DEE. C99 B99 F99 A99 U99 
8 5 3	.CCBBB.HHFL..AAFLYG..FLYG.DUU.EED... H99 G99 D98 E97 
8 6 2	.CCBBB.HHFL..AAFL.G..FLYG.DUUYEED... H99 Y99 G99 D98 E97 
8 6 2	.CCBBB.HHFL..AAFL.G..FL.G.DUUYEED..Y H99 Y98 G99 D98 E97 
8 5 3	.CCBBB.HHFL..AAFLYG.DFLYG.DUU..EE... H99 G99 D99 E96 
8 5 3	CCBBB.HH.FL..AAFLY..DFLYG.D.UUGEE... C99 B99 D99 U99 E98 
8 4 4	.CCBBBHH.FL.AADFLY..DFLYG.UU..GEE... A99 D98 U99 E98 
8 5 3	.CCBBB.HHFL.AA.FLYG.DFLYG.DUU.EE.... H99 A99 G99 D99 E97 
8 5 3	CCBBB.HH.FL..AAFLY..DFLYG.DUU.G.EE.. C99 B99 D99 E97 
8 5 3	CC.BBBHH.FL.AA.FLYG.DFLYG.DUU.EE.... C99 A99 G99 D99 E97 
8 5 3	CCBBB.HH.FL..AAFLYG.DFLYG.DUU.EE.... C99 B99 G99 D99 E97 
8 5 3	CC.BBBHH.FL..AAFLYG.DFLYG.D.UU.EE... C99 G99 D99 U99 E98 
8 6 2	CCBBBYHH.FLY.AAFL.G.DFL.G.DUU.EE.... C99 B99 Y98 G99 D99 E97 
8 5 3	CCBBB.HH.FL..AAFLYG.DFLYG.D.UU...EE. C99 B99 G99 D99 U99 
8 4 4	CC.BBBHH.FL.AADFLY..DFLYG...UUG..EE. C99 A99 D98 U99 
8 5 3	.CCBBBHH.FLYAA.FLYG.DFL.G.DUU.EE.... A99 Y99 G99 D99 E97 
8 5 3	CCBBB.HH.FL.AA.FLY..DFLYG.D.UUG..EE. C99 B99 A99 D99 U99 
8 6 2	CCBBBYGHHFLYGAAFL...DFL...DUU....EE. C99 B99 H99 Y98 D99 G97 
8 6 2	CCBBBYHH.FLYAA.FL...DFL.G.D.UUG..EE. C99 B99 A99 Y98 D99 U99 
8 6 2	CCBBBY.HHFLYGAAFL.G.DFL...DUU....EE. C99 B99 H99 Y98 D99 G98 
8 5 3	.CCBBBHHDFL.AADFL.G..FL.G..UUY...EEY A99 Y96 G99 D97 
8 6 2	CCBBBY.HHFLYAA.FL...DFL.G.DUU.G..EE. C99 B99 H99 A99 Y98 D99 
8 6 2	CCBBB.HH..L..AA.LY..DFLYG.DFUUGEEF.. C99 B99 D99 F98 U99 E98 
8 4 4	.CCBBBHH.FLYAADFLY..DFL.G...UUG..EE. A99 Y99 D98 U99 
8 7 1	CCBBBYHH..LY.AA.L...DFL.G.DFUUGEEF.. C99 B99 Y98 D99 F98 U99 E98 
8 5 3	CC.BBBHH.FL..AAFLYG..FLYG.DUU.EED... C99 G99 D98 E97 
8 4 4	.CCBBBHH.FL.AADFLYG.DFLYG...UU...EE. A99 G99 D98 U99 
8 6 2	.CCBBB.HH.L.AA..LY..DFLYG.DFUUGEEF.. H99 F98 A99 D99 U99 E98 
8 5 3	CC.BBB.HHFL..AAFLYG.DFLYG.DUU.EE.... C99 H99 G99 D99 E97 
8 6 2	CCBBBYHH.FLYGAAFL.G.DFL...DUU..EE... C99 B99 Y98 D99 G98 E98 
8 6 2	CC.BBB.HHFL..AAFL.G.DFL.G.DUUYEE...Y C99 H99 Y98 G99 D99 E97 
8 6 2	CC.BBBHH..L.AA..LY..DFLYG.DFUUGEEF.. C99 A99 D99 F98 U99 E98 
8 6 2	.CCBBBHH..LY..AALY..DFL.G.DFUUGEEF.. F98 A99 Y99 D99 U99 E98 
8 5 3	.CCBBBHH.FL.AADFL...DFLYG.UU.YGEE... A99 Y99 D98 U99 E98 
8 6 2	.CCBBB.HH.L...AALY..DFLYG.DFUUGEEF.. H99 F98 A99 D99 U99 E98 
8 6 2	.CCBBBHH.F..AADF....DFLYG.UULYGEE.L. L98 A99 Y99 D98 U99 E98 
8 5 3	.CCBBBHH.FL.GAAFLYG.DFLY..D.UU.EE... G98 D99 U99 E98 
8 6 2	CC.BBBHH..L...AALY..DFLYG.DFUUGEEF.. C99 A99 D99 F98 U99 E98 
8 6 2	CCBBBYHH.FLY.AAFL...DFL.G.D.UUGEE... C99 B99 Y98 D99 U99 E98 
8 5 3	CC.BBBHH.FL.AADFL...DFLYG..UUYGEE... C99 A99 D98 Y99 E98 
8 6 2	GCCBBBGHHFL.AA.FL....FL...DUUY..DEEY H99 A99 Y98 G96 D98 
8 4 4	.CCBBBHH..L.AADFLY..DFLYG..FUUG..EE. F99 A99 D98 U99 
8 5 3	CCBBB.HH.FLY.AAFLY..DFL.G.DUU.G.EE.. C99 B99 Y99 D99 E99 
8 5 3	CCDBBBHHDFL..AAFLY...FLYG.UU..G..EE. C99 A98 D96 U99 
8 5 3	CCDBBBHHDFL..AAFLYG..FLYG..UU....EE. C99 A98 G99 D96 
8 6 2	CCDBBBHHDFL..AAFL.G..FLYG..UUY...EE. C99 A98 Y99 G99 D96 
8 5 3	CCDBBBHHDFLYAA.FLY...FL.GUU...G..EE. C99 A99 Y99 D96 U98 
8 6 2	CCBBBY..HHLY.AAFL....FL.G.DFUUG.DEE. C99 B99 H98 F99 Y98 U99 
8 5 3	.CCBBBGHHFLYGAAFLY..DFL...DUU...EE.. H99 Y99 G97 D99 E99 
8 5 3	.CCBBBHH..LYAA.FLY...FL.G.DFUUG.D.EE F99 A99 Y99 U99 E99 
8 6 2	CCBBBY.HH.LY.AAFL....FL.G.DFUUG.DEE. C99 B99 H99 F99 Y98 U99 
8 5 3	.CCBBBHH..LYAA.FLY...FL.G.DFUUG.D.EE F99 A99 Y99 U99 E99 
8 6 2	CCBBB.HH.FL.GAAFL.G.DFLY..DUUYEE.... C99 B99 Y99 G98 D99 E97 
8 5 3	CCBBB.HH..L.GAAFLYG..FLY..DFUU..DEE. C99 B99 F99 G98 U99 
8 5 3	.CCBBB..HHLY.AAFLYG..FL.G.DFUU..DEE. H98 F99 Y99 G99 U99 
8 5 3	CC.BBBHH..LY.AAFLYG..FL.G.DFUU..DEE. C99 Y99 F99 G99 U99 
8 5 3	.CCBBBGHH.L.GAAFLY...FLY..DFUU..DEE. H97 F99 G97 U99 
8 5 3	.CCBBB..HHL.GAAFLYG..FLY..DFUU..DEE. H98 F99 G98 U99 
8 5 3	CC.BBBG.HHL.GAAFLY...FLY..DFUU..DEE. C99 G97 H98 F99 U99 
8 4 4	CC.BBBHHDFL.AADFLYG..FLYG..UU....EE. C99 A99 G99 D97 
8 6 2	.CCBBBHH..L..AA.LYG.DFLYG.DFUU.EEF.. F98 G97 D99 U99 E98 
8 5 3	.CCBBB.HHFLYAA.FLYG.DFL.G.DUU....EE. H99 A99 Y99 G99 D99 
8 6 2	CC.BBBHH..L..AA.LYG.DFLYG.DFUU.EEF.. C99 D99 F98 G99 U99 E98 
8 5 3	CC.BBBHH..LYAA.FLY...FL.G.DFUUG.DEE. C99 A99 F99 Y99 U99 
8 5 3	CC.BBBGHH.L.GAAFLY...FLY..DFUU..DEE. C99 H99 F99 G97 U99 
8 5 3	CC.BBB..HHL.AA.FLY...FLYG.DFUUG.DEE. C99 H98 A99 F99 U99 
8 5 3	CC.BBB.HH.L.AA.FLY...FLYG.DFUUG.DEE. C99 H99 A99 F99 U99 
8 5 3	CC.BBBGHHFLYGAAFLY..DFL...DUU....EE. C99 G97 H99 Y99 D99 
8 5 3	CCBBB.GHHFL.GAAFLY...FLY..D.UU..DEE. C99 B99 G97 H99 U99 
8 5 3	.CCBBBHHDFL.AADFL.G..FLYG..UUY...EE. A99 Y97 G99 D97 
8 6 2	CCBBBYGHHFLYGAAFL....FL...D.UU..DEE. C99 B99 G97 H99 Y98 U99 
8 5 3	.CCBBBGHHFLYGAAFLY..DFL...DUU.EE.... H99 Y99 G97 D99 E97 
8 5 3	GCCBBBGHH.L.AA.FLY...FLY..DFUU..DEE. H99 F99 A99 G96 U99 
8 6 2	.CCBBBHH.FL.AA.FL.G..FL.G.DUUYEED..Y A99 Y98 G99 D98 E97 
8 6 2	CCBBBY.HHFLYGAAFL.G..FL...DUU...D.EE C99 B99 H99 Y98 G98 E99 
8 5 3	.CCBBBHH..LYAA.FLYG..FL.G.DFUU..DEE. F99 A99 Y99 G99 U99 
8 5 3	.CCBBB..HHL.AA.FLYG..FLYG.DFUU..DEE. H98 F99 A99 G99 U99 
8 6 2	.CCBBB..HHL.GAA.LYG.DFLY..DFUU.EEF.. H98 F98 G98 D99 U99 E98 
8 5 3	.CCBBB.HH.L.AA.FLYG..FLYG.DFUU..DEE. H99 F99 A99 G99 U99 
8 5 3	CC.BBBHH..L.AA.FLYG..FLYG.DFUU..DEE. C99 A99 F99 G99 U99 
8 6 2	.CCBBB.HH.L.GAA.LYG.DFLY..DFUU.EEF.. H99 F98 G98 D99 U99 E98 
8 6 2	CCBBBYGHHFLYGAAFL....FL...DUU...D.EE C99 B99 H99 Y98 G97 E99 
8 5 3	CCBBB.HH.FLY.AAFLY...FL.G.D.UUG.DEE. C99 B99 Y97 U99 
8 6 2	CC.BBBHH..L.GAA.LYG.DFLY..DFUU.EEF.. C99 G98 D99 F98 U99 E98 
8 6 2	CC.BBB.HHFL.GAAFL.G.DFLY..DUUY...EE. C99 G96 H99 Y99 D99 
8 6 2	CCBBBYHH.FLYAA.FL.G..FL.G.D.UU..DEE. C99 B99 A99 Y98 G99 U99 
8 6 2	CCBBBY.HHFLY.AAFL.G..FL.G.DUU...D.EE C99 B99 H99 Y98 G99 E99 
8 5 3	CCDBBBHHDFL..AAFLY...FLYGUU...G..EE. C99 A98 D96 U98 
8 6 2	GCCBBBGHHFL.AA.FL...DFL...DUUYEE...Y H99 A99 Y98 G96 D99 E97 
8 6 2	CCDBBBHHDFL.AA.FL....FL.GUU..YGEE..Y C99 A99 D96 U98 Y98 E98 
8 7 1	CCDBBBHHD.L.AA..L....FL.GUUF.YGEEF.Y C99 F98 A99 D96 U98 Y98 E98 
8 8 0	CCDBBBHHD...AA.......FL.GUUFLYGEEFLY C99 F98 L98 A99 D96 U98 Y98 E98 
8 6 2	CCBBBY.HHFLYAA.FL.G..FL.G.DUU...DEE. C99 B99 H99 A99 Y98 G99 
8 5 3	CCDBBBHHDFL.AA.FLYG..FLYGUU......EE. C99 A99 G99 D96 U98 
8 5 3	CCDBBBHHDFL.AA.FLYG..FLYG..UU.EE.... C99 A99 G99 D96 E97 
8 5 3	GCCBBBGHHFLY.AAFLY..DFL...DUU.EE.... H99 Y99 G96 D99 E97 
8 5 3	.CCBBBHHDFL.AADFL....FLYG.UU.YG...EE A99 Y99 D97 U99 E99 
8 6 2	.CCBBBHH..L...AALYG.DFLYG.DFUU.EEF.. F98 A99 G99 D99 U99 E98 
8 6 2	.CCBBBHH..L.AA..LYG.DFLYG.DFUU.EEF.. F98 A99 G99 D99 U99 E98 
8 6 2	CCDBBBHHDFL.AA.FL....FL.G.UU.YGEE..Y C99 A99 D96 U99 Y98 E98 
8 5 3	CC.BBBGHHFLYGAAFLY..DFL...DUU....EE. C99 G97 H99 Y99 D99 
8 7 1	CCDBBBHHDF..AA.F.....FL.G.UULYGEE.LY C99 L98 A99 D96 U99 Y98 E98 
8 6 2	CC.BBBHH.FL.GAAFL.G..FLY..DUUYEED... C99 G98 Y99 D98 E97 
8 5 3	CC.BBB.HHFL..AAFLYG.DFLYG.DUU....EE. C99 G95 H99 D99 
8 5 3	CC.BBB.HHFL.GAAFLYG.DFLY..DUU....EE. C99 G96 H99 D99 
8 6 2	CCDBBBHHDFL.AA.FL....FL.GUU..YG.EE.Y C99 A99 D96 U98 Y98 E99 
8 6 2	CCDBBBHHDFL..AAFL....FLYG..UUYG.EE.. C99 A98 Y99 D96 E99 
8 7 1	CCDBBBHHDF..AA.F.....FL.GUU.LYG.EELY C99 L98 A99 D96 U98 Y98 E99 
8 5 3	.CCBBBGHHFL.GAAFLY...FLY..DUU.EED... H99 G97 D98 E97 
8 4 4	CC.BBBHHDFL.AADFLY...FLYG..UU.G...EE C99 A99 D97 E99 
8 5 3	.CCBBBG.HHL.GAAFLY..DFLY..DFUU...EE. H98 F99 G97 D99 U99 
8 5 3	.CCBBB..HHL.GAAFLYG.DFLY..DFUU...EE. H98 F99 G98 D99 U99 
8 6 2	CCDBBBHHDFL..AAFL....FL.G..UUYGEE..Y C99 A98 D96 Y98 E98 
8 6 2	CCBBBYHH.FLYAA.FL....FL.G.D.UUG.DEE. C99 B99 A99 Y96 U99 
8 6 2	CC.BBB..HHL..AA.LY..DFLYG.DFUUGEEF.. C99 H98 D99 F98 U99 E98 
8 5 3	.CCBBB..HHL..AAFLYG.DFLYG.DFUU...EE. H98 F99 G99 D99 U99 
8 5 3	.CCBBB..HHLY.AAFLY..DFL.G.DFUUG..EE. H98 F99 Y99 D99 U99 
8 6 2	CCDBBBHHDFL..AAFL....FL.GUU..YG..EEY C99 A98 D96 U98 Y98 
8 5 3	.CCBBB..HHL.AA.FLY..DFLYG.DFUUG..EE. H98 F99 A99 D99 U99 
8 4 4	CC.BBBHH.FLYAADFLY..DFL.G..UU.G..EE. C99 Y99 A99 D98 
8 5 3	CCDBBBHHDFL.AA.FLYG..FLYG..UU..EE... C99 A99 G99 D96 E98 
8 6 2	CCDBBBHHDFL.GAAFL.G..FL....UUY...EEY C99 A98 G98 D96 Y98 
8 5 3	CCDBBBHHDFL..AAFLY...FLYG..UU.GEE... C99 A98 D96 E98 
8 6 2	CCDBBBHHDFL..AAFL....FL.G.UU.YG..EEY C99 A98 D96 U99 Y98 
8 6 2	CCDBBBHHDF..AA.FL....FL.G.UULYG..EEY C99 L99 A99 D96 U99 Y98 
8 6 2	.CCBBB..HHLY.AA.LY..DFL.G.DFUUGEEF.. H98 F98 Y99 D99 U99 E98 
8 5 3	.CCBBB..HHL.AA.FLY...FLYG.DFUUG.D.EE H98 F99 A99 U99 E99 
8 5 3	CCDBBBHHDFL.AA.FLY...FLYGUU...G.EE.. C99 A99 D96 U98 E99 
8 5 3	CCDBBBHHDFL.AA.FLYG..FLYG..UU...EE.. C99 A99 G99 D96 E99 
8 6 2	.CCBBB..HHL..AA.LYG.DFLYG.DFUU.EEF.. H98 F98 G99 D99 U99 E98 
8 6 2	GCCBBBG.HHL..AA.LY..DFLY..DFUU.EEF.. H98 F98 G96 D99 U99 E98 
8 5 3	.CCBBBHHDFL.AADFL....FL.G..UUYGEE..Y A99 Y98 D97 E98 
8 5 3	CCDBBBHHDFL..AAFLY...FLYG..UU.G.EE.. C99 A98 D96 E99 
8 5 3	CC.BBBHH..L.AA.FLY..DFLYG.DFUUG..EE. C99 F99 A99 D99 U99 
8 5 3	.CCBBB.HHFLYAA.FLY..DFL.G.DUU.GEE... H99 A99 Y99 D99 E98 
8 5 3	CCBBB.HH.FLY.AAFLYG..FL.G.D.UU..DEE. C99 B99 Y99 G99 U99 
8 6 2	CCBBBYHH.FLY.AAFL.G.DFL.G.D.UU...EE. C99 B99 Y98 G99 D99 U99 
8 6 2	CCDBBBHHDF..AA.F.Y...FLYGUU.L.G.EEL. C99 L98 A99 D96 U98 E99 
8 5 3	.CCBBBHH..L.AA.FLY..DFLYG.DFUUG.EE.. F99 A99 D99 U99 E99 
8 5 3	GCCBBBGHHFLY.AAFLY..DFL...DUU.EE.... H99 Y99 G96 D99 E97 
8 5 3	CCBBB.GHHFL.GAAFLY...FLY..DUU...DEE. C99 B99 H99 G97 
8 6 2	CCDBBBHHDFL..AAFL....FL.G..UUYG.EE.Y C99 A98 D96 Y98 E99 
8 5 3	CCBBB..HHFL..AAFLY..DFLYG.DUU.G.EE.. C99 B99 H99 D99 E99 
8 6 2	CCBBBY.HHFLY.AAFL.G..FL.G.D.UU..DEE. C99 B99 H99 Y98 G99 U99 
8 6 2	.CCBBBGHH.L.GAA.LY..DFLY..DFUU.EEF.. H99 F98 G97 D99 U99 E98 
8 6 2	CC.BBB.HH.L..AA.LY..DFLYG.DFUUGEEF.. C99 H99 D99 F98 U99 E98 
8 7 1	CCDBBBHHDF..AA.F.....FLYGUU.LYG.EEL. C99 L98 A99 Y99 D96 U98 E99 
8 5 3	CCBBB..HHFL.GAAFLYG.DFLY..DUU....EE. C99 B99 H99 D99 G98 
8 5 3	CCBBB..HHFL..AAFLYG.DFLYG.DUU....EE. C99 B99 H99 D99 G99 
8 6 2	CCBBBY.HHFLY.AAFL.G.DFL.G.DUU....EE. C99 B99 H99 Y98 G99 D99 
8 6 2	CCBBBYGHHFLYGAAFL....FL...DUU...DEE. C99 B99 H99 Y98 G97 
8 6 2	GCCBBBGHH.L..AA.LY..DFLY..DFUU.EEF.. H99 F98 G96 D99 U99 E98 
8 6 2	CCBBB..HHFL..AAFL...DFLYG.DUUYG.EE.. C99 B99 H99 Y99 D99 E99 
8 5 3	.CCBBBHHDFL.AADFL....FL.G..UUYG.EE.Y A99 Y98 D97 E99 
8 5 3	GCCBBBG.HHL.AA.FLY...FLY..DFUU..DEE. H98 F99 A99 G96 U99 
8 6 2	.CCBBB.HH.LY.AA.LY..DFL.G.DFUUGEEF.. H99 F98 Y99 D99 U99 E98 
8 5 3	.CCBBBHH..LYAA.FLY..DFL.G.DFUUG..EE. F99 A99 Y99 D99 U99 
8 5 3	CCDBBBHHDFL.AA.FLY...FLYGUU...G...EE C99 A99 D96 U98 E99 
8 5 3	CCDBBBHHDFL.AA.FLY...FLYG.UU..G...EE C99 A99 D96 U99 E99 
9 6 3	CCBBB.HH.FL.GAAFLYG..FLY..DUU...D.EE C99 B99 G98 U98 E99 
9 6 3	CCBBB.HH.FL..AAFLYG.DFLYG.DUU.....EE C99 B99 G99 D99 E97 
9 6 3	.CCBBBGHHFL.GAAFLY...FLY..D.UUEED... H99 G97 D98 U99 E97 
9 7 2	CCBBB.HH..L.GAA.LYG.DFLY..DFUU.EEF.. C99 B99 D99 F98 G98 U99 E98 
